longitude,latitude,homecount,workcount,rate
118.801272,32.130248,263,447,1.699619772
118.863803,32.021921,174,421,2.41954023
118.85364,32.005145,470,450,0.957446809
118.821911,32.000949,251,383,1.525896414
118.852083,32.010087,320,242,0.75625
118.794139,32.091777,58,435,7.5
118.74026,32.069097,412,59,0.143203883
118.770628,32.03476,329,97,0.294832827
118.79556,32.00986,304,407,1.338815789
118.767256,32.058993,371,267,0.71967655
118.745372,32.11274,151,119,0.78807947
118.787173,32.075118,71,432,6.084507042
118.768614,32.11184,65,496,7.630769231
118.850577,32.068524,266,454,1.706766917
118.893058,32.059822,414,124,0.299516908
118.747647,32.093006,386,249,0.64507772
118.762403,32.007123,407,119,0.292383292
118.753087,32.066819,349,455,1.303724928
118.774136,32.130749,235,161,0.685106383
118.816103,32.115144,395,138,0.349367089
118.836877,32.039284,427,409,0.957845433
118.736326,32.116654,188,381,2.026595745
118.896278,32.0706,139,457,3.287769784
118.889187,32.121421,396,74,0.186868687
118.810806,32.103677,272,385,1.415441176
118.815228,32.048205,395,371,0.939240506
118.741665,32.064878,86,307,3.569767442
118.748255,32.092943,500,377,0.754
118.872557,31.99921,113,343,3.03539823
118.898035,32.055834,179,405,2.262569832
118.848494,32.034462,418,449,1.074162679
118.838143,32.020002,364,210,0.576923077
118.876015,32.002398,327,218,0.666666667
118.872491,31.99738,281,171,0.608540925
118.777832,32.108172,218,464,2.128440367
118.750583,32.116389,465,74,0.159139785
118.881667,32.065745,371,495,1.334231806
118.795745,31.997615,498,395,0.793172691
118.800378,32.033869,79,287,3.632911392
118.759628,32.102931,255,96,0.376470588
118.838098,32.09339,269,94,0.349442379
118.869715,32.122268,408,238,0.583333333
118.75213,32.044993,261,436,1.670498084
118.814668,32.117143,101,152,1.504950495
118.762015,32.067588,176,472,2.681818182
118.811036,32.011942,117,122,1.042735043
118.819809,32.109937,327,180,0.550458716
118.866918,32.030542,177,324,1.830508475
118.770393,32.115532,283,460,1.625441696
118.820635,32.130234,125,226,1.808
118.845187,32.06255,149,353,2.369127517
118.736756,32.035393,74,451,6.094594595
118.746792,32.070498,447,241,0.539149888
118.749781,32.122539,137,81,0.591240876
118.796607,32.111212,268,236,0.880597015
118.830964,32.048119,349,270,0.773638968
118.844292,32.131333,109,234,2.146788991
118.76945,32.023556,104,430,4.134615385
118.758581,32.092748,328,209,0.637195122
118.891057,32.030433,271,345,1.273062731
118.795606,32.093198,199,487,2.447236181
118.851101,32.067248,164,475,2.896341463
118.739441,32.021384,325,334,1.027692308
118.837208,31.99571,93,367,3.946236559
118.786379,32.017624,235,316,1.344680851
118.832235,32.033985,386,327,0.847150259
118.748058,32.085599,71,124,1.746478873
118.752981,32.009458,474,127,0.267932489
118.858487,32.099198,117,174,1.487179487
118.822683,32.028998,193,200,1.03626943
118.784249,32.009078,481,345,0.717255717
118.895395,32.057215,256,242,0.9453125
118.806287,32.004825,71,278,3.915492958
118.875626,32.084481,93,104,1.11827957
118.769911,32.100133,267,252,0.943820225
118.85757,32.060122,199,79,0.396984925
118.853763,32.041539,496,99,0.199596774
118.889958,32.019503,470,98,0.208510638
118.874869,32.072555,289,495,1.712802768
118.746212,32.034412,428,160,0.373831776
118.799878,32.092333,134,441,3.291044776
118.783674,32.06626,386,152,0.393782383
118.854932,32.088384,168,359,2.136904762
118.877195,31.997935,421,301,0.714964371
118.791262,32.061543,406,396,0.975369458
118.862532,32.119773,151,273,1.80794702
118.858663,32.053359,489,325,0.664621677
118.842408,32.024675,135,279,2.066666667
118.848947,32.09944,115,489,4.252173913
118.747764,32.102226,375,430,1.146666667
118.8109,32.016349,95,439,4.621052632
118.784652,32.052669,371,284,0.765498652
118.806146,32.055604,220,259,1.177272727
118.790327,32.040837,498,53,0.106425703
118.777797,32.029079,140,467,3.335714286
118.902399,32.075703,106,482,4.547169811
118.828779,32.076481,441,354,0.802721088
118.812088,32.129142,429,304,0.708624709
118.738872,32.070287,168,245,1.458333333
118.78686,32.071172,60,53,0.883333333
118.876149,32.056481,147,95,0.646258503
118.865499,32.077531,106,237,2.235849057
118.813584,32.018684,346,288,0.832369942
118.78588,32.09649,136,71,0.522058824
118.805093,32.0028,70,325,4.642857143
118.852215,32.048555,285,76,0.266666667
118.822795,32.043817,495,123,0.248484848
118.820578,32.0888,478,322,0.673640167
118.747994,32.091233,146,388,2.657534247
118.814911,32.039604,372,395,1.061827957
118.799392,32.014725,61,55,0.901639344
118.76076,32.030329,163,126,0.773006135
118.870547,32.055143,167,454,2.718562874
118.752011,32.10149,312,123,0.394230769
118.7383,32.029128,193,221,1.14507772
118.827104,32.129901,296,307,1.037162162
118.859808,32.127612,125,337,2.696
118.767724,32.107696,59,104,1.762711864
118.894025,32.076241,60,209,3.483333333
118.900946,32.044692,360,119,0.330555556
118.80986,32.111238,469,296,0.631130064
118.806747,32.05085,238,57,0.239495798
118.806487,32.002384,67,173,2.582089552
118.852064,32.125546,118,109,0.923728814
118.858141,32.081612,130,277,2.130769231
118.804704,32.113065,127,55,0.433070866
118.806162,32.126581,56,172,3.071428571
118.872158,32.096727,270,406,1.503703704
118.78519,32.130958,299,144,0.481605351
118.777649,32.118739,454,366,0.806167401
118.882555,32.072293,449,388,0.864142539
118.867418,32.011295,349,468,1.340974212
118.774182,32.073565,73,174,2.383561644
118.752037,32.101033,336,190,0.56547619
118.887122,32.114387,369,322,0.872628726
118.875878,32.08329,62,446,7.193548387
118.900307,32.06084,447,71,0.158836689
118.820993,32.109455,56,174,3.107142857
118.86341,32.043574,285,329,1.154385965
118.78947,32.008148,259,359,1.386100386
118.864928,32.120717,353,125,0.354107649
118.790859,32.008183,376,317,0.843085106
118.843505,32.061504,316,225,0.712025316
118.801203,32.059643,56,304,5.428571429
118.828201,32.028471,425,400,0.941176471
118.741531,32.019051,402,62,0.154228856
118.878888,32.072192,134,318,2.373134328
118.851089,32.080897,72,493,6.847222222
118.821105,32.042274,387,112,0.289405685
118.847078,32.106769,370,126,0.340540541
118.745782,32.065422,231,59,0.255411255
118.900377,32.024135,116,146,1.25862069
118.759154,32.083925,51,231,4.529411765
118.891859,32.035497,123,303,2.463414634
118.874811,32.038665,61,484,7.93442623
118.877873,32.006706,315,474,1.504761905
118.752406,32.112635,100,284,2.84
118.894011,32.016486,272,280,1.029411765
118.804325,32.099061,369,295,0.799457995
118.739319,32.106069,154,70,0.454545455
118.826992,32.015734,197,394,2
118.847685,32.054242,407,160,0.393120393
118.759935,32.108805,186,312,1.677419355
118.750633,32.035749,397,196,0.493702771
118.793211,32.079302,145,455,3.137931034
118.902585,32.024785,245,402,1.640816327
118.883887,32.084678,380,401,1.055263158
118.805425,32.089336,311,217,0.697749196
118.747427,32.10436,297,125,0.420875421
118.858214,32.068285,378,141,0.373015873
118.901726,32.019112,303,124,0.409240924
118.864903,31.995828,256,227,0.88671875
118.782239,32.13245,258,273,1.058139535
118.826049,32.015926,386,440,1.139896373
118.82339,32.013636,422,243,0.575829384
118.818558,32.08157,453,258,0.569536424
118.886229,32.001858,348,411,1.181034483
118.85028,32.107495,389,126,0.323907455
118.814022,32.112447,284,287,1.01056338
118.884384,32.00925,393,310,0.788804071
118.837337,32.076897,76,401,5.276315789
118.892133,32.094152,167,394,2.359281437
118.874448,32.124355,132,470,3.560606061
118.855633,32.132051,472,378,0.800847458
118.762012,32.069271,118,289,2.449152542
118.822847,32.119486,185,156,0.843243243
118.811674,32.123824,105,202,1.923809524
118.824279,32.078988,401,102,0.25436409
118.774131,32.114464,397,120,0.302267003
118.803879,32.073534,252,118,0.468253968
118.771542,32.111782,164,359,2.18902439
118.756312,32.099143,155,156,1.006451613
118.745108,32.084721,184,392,2.130434783
118.869301,32.01184,201,347,1.726368159
118.761914,32.066375,425,249,0.585882353
118.883161,32.013621,260,363,1.396153846
118.815384,31.995567,81,369,4.555555556
118.775148,31.999623,159,176,1.106918239
118.768292,32.122782,378,422,1.116402116
118.886823,32.072066,108,322,2.981481481
118.796066,32.074807,280,64,0.228571429
118.762096,32.007523,229,469,2.048034934
118.839394,32.093065,238,340,1.428571429
118.76216,32.02025,114,400,3.50877193
118.813692,32.002447,288,139,0.482638889
118.87687,32.048742,254,375,1.476377953
118.85146,32.078526,330,154,0.466666667
118.807321,32.098975,349,428,1.226361032
118.847567,32.033949,268,455,1.697761194
118.866398,32.061308,197,282,1.431472081
118.86358,32.088344,356,63,0.176966292
118.776321,32.10709,350,338,0.965714286
118.753715,32.107855,276,228,0.826086957
118.782436,32.124682,490,208,0.424489796
118.792881,32.111533,435,406,0.933333333
118.806792,32.003794,343,424,1.236151603
118.769321,32.044126,294,50,0.170068027
118.888404,32.097069,120,345,2.875
118.852031,32.011646,178,483,2.713483146
118.858674,32.008425,273,480,1.758241758
118.831861,32.12674,187,467,2.497326203
118.901257,32.023196,480,449,0.935416667
118.866975,32.107583,247,250,1.012145749
118.872916,32.063258,114,146,1.280701754
118.865975,32.048145,467,138,0.295503212
118.854334,32.030666,275,140,0.509090909
118.872578,32.070703,312,329,1.054487179
118.770966,32.099451,397,463,1.166246851
118.877121,32.088272,151,164,1.086092715
118.790718,32.108942,378,294,0.777777778
118.90153,32.039264,339,223,0.657817109
118.844988,32.088368,396,433,1.093434343
118.871516,32.028504,259,332,1.281853282
118.761365,32.107964,226,301,1.331858407
118.767688,32.106801,392,426,1.086734694
118.81755,32.030401,294,227,0.772108844
118.80069,32.004157,221,380,1.719457014
118.831895,32.011396,165,280,1.696969697
118.827954,32.069561,131,342,2.610687023
118.795748,32.080225,490,223,0.455102041
118.878803,32.043859,245,459,1.873469388
118.737676,32.120301,181,191,1.055248619
118.792681,31.998439,169,133,0.786982249
118.892248,32.047969,165,358,2.16969697
118.791765,32.090714,374,490,1.310160428
118.877277,32.089487,83,238,2.86746988
118.75298,32.050084,365,205,0.561643836
118.737252,32.115758,212,254,1.198113208
118.879627,32.05841,92,139,1.510869565
118.737885,32.115516,408,209,0.512254902
118.746024,32.093896,417,417,1
118.776324,32.066745,462,368,0.796536797
118.861131,32.0128,481,380,0.79002079
118.777839,32.042503,77,446,5.792207792
118.757274,32.004653,165,120,0.727272727
118.813885,32.071317,237,366,1.544303797
118.748562,32.004143,324,149,0.459876543
118.855435,32.063838,497,300,0.60362173
118.832151,32.035174,298,89,0.298657718
118.757284,32.02929,332,328,0.987951807
118.771757,32.044532,316,270,0.85443038
118.898775,32.02576,394,104,0.263959391
118.796658,32.074597,201,125,0.621890547
118.861771,32.125247,84,358,4.261904762
118.774113,32.038447,62,203,3.274193548
118.786764,32.009687,322,161,0.5
118.885426,32.035456,282,459,1.627659574
118.755219,32.115791,245,248,1.012244898
118.793079,32.102679,198,70,0.353535354
118.904026,32.064426,165,361,2.187878788
118.889857,32.023286,58,483,8.327586207
118.830339,32.011941,421,379,0.90023753
118.894457,32.063936,154,231,1.5
118.852936,32.043407,442,326,0.737556561
118.841739,32.042388,468,342,0.730769231
118.861382,32.052788,261,499,1.911877395
118.779469,32.05986,241,170,0.705394191
118.79342,32.118852,464,341,0.734913793
118.896359,32.122821,172,476,2.76744186
118.851422,32.102397,356,332,0.93258427
118.81296,32.125012,363,119,0.327823691
118.832697,32.091265,147,361,2.455782313
118.871801,32.059359,186,289,1.553763441
118.890222,32.099829,335,173,0.51641791
118.741087,32.042782,409,382,0.93398533
118.888537,32.117192,62,73,1.177419355
118.844618,31.997081,165,82,0.496969697
118.864642,32.06714,334,256,0.766467066
118.769601,32.095388,63,269,4.26984127
118.755513,32.129371,302,471,1.559602649
118.751989,32.108157,222,312,1.405405405
118.834504,32.128025,382,140,0.366492147
118.888891,31.996686,341,287,0.841642229
118.817278,32.093956,265,185,0.698113208
118.747716,32.017496,456,190,0.416666667
118.738122,32.075612,146,301,2.061643836
118.796095,32.073379,195,180,0.923076923
